model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
LAMBORGHINI Gallardo Spyder,5.0,10,Man-6,4WD,Gasoline,small car,6.0,10,15,12,0,no
LAMBORGHINI Gallardo Spyder,5.0,10,Auto-S6,4WD,Gasoline,small car,6.0,10,16,12,0,no
LAMBORGHINI Murcielago,6.5,12,Man-6,4WD,Gasoline,small car,6.0,8,13,10,0,no
LAMBORGHINI Murcielago,6.5,12,Auto-S6,4WD,Gasoline,small car,6.0,9,14,11,0,no
LAMBORGHINI Murcielago Reventon,6.5,12,Auto-S6,4WD,Gasoline,small car,6.0,9,14,11,0,no
LAMBORGHINI Murcielago Roadster,6.5,12,Man-6,4WD,Gasoline,small car,6.0,8,13,10,0,no
LAMBORGHINI Murcielago Roadster,6.5,12,Auto-S6,4WD,Gasoline,small car,6.0,9,14,11,0,no
LAND ROVER LR2,3.2,6,Auto-S6,4WD,Gasoline,SUV,7.0,16,23,18,5,no
LAND ROVER LR3,4.4,8,Auto-S6,4WD,Gasoline,SUV,7.0,12,17,14,2,no
LAND ROVER Range Rover,4.2,8,Auto-S6,4WD,Gasoline,SUV,6.0,12,18,14,2,no
LAND ROVER Range Rover,4.4,8,Auto-S6,4WD,Gasoline,SUV,6.0,12,18,14,2,no
LAND ROVER Range Rover Sport,4.4,8,Auto-S6,4WD,Gasoline,SUV,7.0,12,18,15,3,no
LAND ROVER Range Rover Sport,4.2,8,Auto-S6,4WD,Gasoline,SUV,6.0,12,18,14,2,no
LEXUS ES 350,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7.0,19,27,22,6,yes
LEXUS GS 350,3.5,6,Auto-S6,4WD,Gasoline,midsize car,7.0,18,25,20,6,yes
LEXUS GS 350,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7.0,19,27,22,6,yes
LEXUS GS 450h,3.5,6,Auto-S6,2WD,Gasoline,small car,9.0,22,25,23,7,yes
LEXUS GS 460,4.6,8,S8,2WD,Gasoline,midsize car,7.0,17,24,20,6,yes
LEXUS GX 470,4.7,8,Auto-L5,4WD,Gasoline,SUV,7.0,14,18,15,3,no
LEXUS IS 250,2.5,6,Man-6,2WD,Gasoline,small car,7.0,18,26,21,6,yes
LEXUS IS 250,2.5,6,Auto-S6,4WD,Gasoline,small car,7.0,20,26,22,6,yes
LEXUS IS 250,2.5,6,Auto-S6,2WD,Gasoline,small car,7.0,21,29,24,7,yes
LEXUS IS 350,3.5,6,Auto-S6,2WD,Gasoline,small car,7.0,18,25,20,6,yes
LEXUS LS 460,4.6,8,S8,2WD,Gasoline,midsize car,7.0,16,24,19,5,no
LEXUS LS 460 L,4.6,8,S8,2WD,Gasoline,midsize car,7.0,16,24,19,5,no
LEXUS LS 600HL,5.0,8,S8,4WD,Gasoline,midsize car,9.0,20,22,21,6,yes
LEXUS LX 570,5.7,8,Auto-S6,4WD,Gasoline,SUV,7.0,12,18,14,2,no
LEXUS RX 350,3.5,6,Auto-L5,2WD,Gasoline,SUV,7.0,18,23,20,6,yes
LEXUS RX 350,3.5,6,Auto-S5,2WD,Gasoline,SUV,7.0,18,23,20,6,yes
LEXUS RX 350,3.5,6,Auto-L5,4WD,Gasoline,SUV,7.0,17,22,19,5,no
LEXUS RX 350,3.5,6,Auto-S5,4WD,Gasoline,SUV,7.0,17,22,19,5,no
LEXUS RX 400H,3.3,6,Auto-AV,2WD,Gasoline,SUV,9.0,27,24,25,7,yes
LEXUS RX 400H,3.3,6,Auto-AV,4WD,Gasoline,SUV,9.0,26,24,25,7,yes
LEXUS SC 430,4.3,8,Auto-S6,2WD,Gasoline,small car,6.0,16,23,19,5,no
LINCOLN MKX,3.5,6,Auto-L6,2WD,Gasoline,SUV,7.0,16,24,19,5,no
LINCOLN MKX,3.5,6,Auto-L6,4WD,Gasoline,SUV,7.0,15,22,18,5,no
LINCOLN MKZ,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7.0,17,24,19,5,no
LINCOLN MKZ,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7.0,18,28,22,6,yes
LINCOLN Mark LT,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,12,16,14,2,no
LINCOLN Mark LT,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13,17,14,2,no
LINCOLN Navigator,5.4,8,Auto-L6,2WD,Gasoline,SUV,7.0,12,18,14,2,no
LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,small car,6.0,20,26,22,6,no
LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,small car,6.0,21,27,23,7,no
LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,small car,6.0,20,26,22,6,no
LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,small car,6.0,21,27,23,7,no
MASERATI Granturismo,4.2,8,Auto-6,2WD,Gasoline,small car,6.0,14,21,17,4,no
MASERATI Quattroporte,4.2,8,Auto-6,2WD,Gasoline,large car,6.0,13,19,15,3,no
MAZDA 3,2.0,4,Auto-S4,2WD,Gasoline,small car,9.5,23,31,26,8,yes
MAZDA 3,2.0,4,Man-5,2WD,Gasoline,small car,9.5,24,32,27,8,yes
MAZDA 3,2.3,4,Auto-S5,2WD,Gasoline,small car,9.5,22,29,24,7,yes
MAZDA 3,2.3,4,Man-5,2WD,Gasoline,small car,9.5,22,29,25,7,yes
MAZDA 3,2.3,4,Man-6,2WD,Gasoline,midsize car,7.0,18,26,20,6,yes
MAZDA 5,2.3,4,Auto-S5,2WD,Gasoline,minivan,6.0,21,27,23,7,yes
MAZDA 5,2.3,4,Man-5,2WD,Gasoline,minivan,6.0,22,28,24,7,yes
MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,midsize car,9.5,21,28,24,7,yes
MAZDA 6,3.0,6,Man-5,2WD,Gasoline,midsize car,7.0,17,25,20,6,yes
MAZDA 6,3.0,6,Auto-S6,2WD,Gasoline,midsize car,7.0,18,25,20,6,yes
MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,midsize car,6.0,21,28,24,7,yes
MAZDA 6,2.3,4,Man-5,2WD,Gasoline,midsize car,6.0,21,29,24,7,yes
MAZDA B2300,2.3,4,Auto-L5,2WD,Gasoline,pickup,7.0,19,24,21,6,yes
MAZDA B2300,2.3,4,Man-5,2WD,Gasoline,pickup,7.0,21,26,23,7,yes
MAZDA B3000,3.0,6,Auto-L5,2WD,Gasoline,pickup,7.0,15,20,17,4,no
MAZDA B4000,4.0,6,Auto-L5,2WD,Gasoline,pickup,6.0,15,20,17,4,no
MAZDA B4000,4.0,6,Auto-L5,4WD,Gasoline,pickup,6.0,14,17,15,3,no
MAZDA B4000,4.0,6,Man-5,4WD,Gasoline,pickup,6.0,15,19,16,4,no
MAZDA CX-7,2.3,4,Auto-S6,2WD,Gasoline,SUV,6.0,17,23,19,5,no
MAZDA CX-7,2.3,4,Auto-S6,4WD,Gasoline,SUV,6.0,16,22,18,5,no
MAZDA CX-9,3.7,6,Auto-S6,2WD,Gasoline,SUV,7.0,16,22,18,5,no
MAZDA CX-9,3.7,6,Auto-S6,4WD,Gasoline,SUV,7.0,15,21,17,4,no
MAZDA MX-5,2.0,4,Auto-S6,2WD,Gasoline,small car,7.0,20,27,23,7,yes
MAZDA MX-5,2.0,4,Man-6,2WD,Gasoline,small car,7.0,21,28,24,7,yes
MAZDA MX-5,2.0,4,Man-5,2WD,Gasoline,small car,7.0,22,27,24,7,yes
MAZDA RX-8,1.3,2,Man-6,2WD,Gasoline,small car,6.0,16,22,18,5,no
MAZDA RX-8,1.3,2,Auto-S6,2WD,Gasoline,small car,6.0,16,23,19,5,no
MAZDA Tribute,2.3,4,Man-5,2WD,Gasoline,SUV,7.0,22,28,24,7,yes
MAZDA Tribute,2.3,4,Auto-L4,2WD,Gasoline,SUV,6.0,20,26,22,6,no
MAZDA Tribute,2.3,4,Auto-L4,4WD,Gasoline,SUV,6.0,19,24,21,6,no
MAZDA Tribute,3.0,6,Auto-L4,2WD,Gasoline,SUV,6.0,18,24,20,6,no
MAZDA Tribute,3.0,6,Auto-L4,4WD,Gasoline,SUV,6.0,17,22,19,5,no
MAZDA Tribute Hybrid,2.3,4,Auto-AV,2WD,Gasoline,SUV,9.5,34,30,32,9,yes
MAZDA Tribute Hybrid,2.3,4,Auto-AV,4WD,Gasoline,SUV,9.5,29,27,28,8,yes
MERCEDES-BENZ CL550,5.5,8,Auto-L7,2WD,Gasoline,small car,7.0,14,21,17,4,no
MERCEDES-BENZ CL600,5.5,12,Auto-L5,2WD,Gasoline,small car,6.0,11,17,13,1,no
MERCEDES-BENZ CL63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6.0,11,18,14,2,no
MERCEDES-BENZ CL65 AMG,5.5,12,Auto-S5,2WD,Gasoline,small car,6.0,11,17,13,1,no
MERCEDES-BENZ CLK63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6.0,12,19,14,2,no
MERCEDES-BENZ CLK63 AMG Cabriolet,6.2,8,Auto-S7,2WD,Gasoline,small car,6.0,12,18,14,2,no
MERCEDES-BENZ CLS63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6.0,12,18,14,2,no
MERCEDES-BENZ E350,3.5,6,Auto-L7,2WD,Gasoline,midsize car,9.5,17,24,19,5,no
MERCEDES-BENZ E550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,midsize car,7.0,13,19,16,4,no
MERCEDES-BENZ E63 AMG,6.2,8,Auto-S7,2WD,Gasoline,midsize car,6.0,12,19,15,3,no
MERCEDES-BENZ E63 AMG Wagon,6.2,8,Auto-S7,2WD,Gasoline,station wagon,6.0,12,18,14,2,no
MERCEDES-BENZ G500,5.0,8,Auto-L7,4WD,Gasoline,SUV,6.0,12,15,13,1,no
MERCEDES-BENZ G55 AMG,5.4,8,Auto-L5,4WD,Gasoline,SUV,6.0,11,13,12,0,no
MERCEDES-BENZ GL450 4Matic,4.6,8,Auto-L7,4WD,Gasoline,SUV,7.0,13,18,15,3,no
MERCEDES-BENZ GL550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,SUV,7.0,13,17,14,2,no
MERCEDES-BENZ ML350 4Matic,3.5,6,Auto-L7,4WD,Gasoline,SUV,7.0,15,20,17,4,no
MERCEDES-BENZ ML550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,SUV,7.0,13,18,15,3,no
MERCEDES-BENZ Maybach 57,5.5,12,Auto-L5,2WD,Gasoline,large car,6.0,10,16,12,0,no
MERCEDES-BENZ Maybach 57S,6.0,12,Auto-L5,2WD,Gasoline,large car,6.0,10,16,12,0,no
MERCEDES-BENZ Maybach 62,5.5,12,Auto-L5,2WD,Gasoline,large car,6.0,10,16,12,0,no
MERCEDES-BENZ Maybach 62S,6.0,12,Auto-L5,2WD,Gasoline,large car,6.0,10,16,12,0,no
MERCEDES-BENZ R350,3.5,6,Auto-L7,2WD,Gasoline,SUV,7.0,15,20,17,4,no
MERCEDES-BENZ R350 4Matic,3.5,6,Auto-L7,4WD,Gasoline,SUV,7.0,15,19,16,4,no
MERCEDES-BENZ S550,5.5,8,Auto-L7,2WD,Gasoline,large car,7.0,14,21,16,4,no
MERCEDES-BENZ S550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,large car,7.0,14,20,16,4,no
MERCEDES-BENZ S600,5.5,12,Auto-L5,2WD,Gasoline,large car,6.0,11,17,13,1,no
MERCEDES-BENZ S63 AMG,6.2,8,Auto-S7,2WD,Gasoline,large car,6.0,11,17,13,1,no
MERCEDES-BENZ S65 AMG,6.0,12,Auto-S5,2WD,Gasoline,large car,6.0,11,17,13,1,no
MERCEDES-BENZ SL55 AMG,5.4,8,Auto-S5,2WD,Gasoline,small car,6.0,12,17,14,2,no
MERCEDES-BENZ SL550,5.5,8,Auto-L7,2WD,Gasoline,small car,7.0,14,21,16,4,no
MERCEDES-BENZ SL600,5.5,12,Auto-L5,2WD,Gasoline,small car,6.0,11,18,14,2,no
MERCEDES-BENZ SL65 AMG,6.0,12,Auto-S5,2WD,Gasoline,small car,6.0,11,18,14,2,no
MERCEDES-BENZ SLK55 AMG,5.4,8,Auto-S7,2WD,Gasoline,small car,6.0,14,20,16,4,no
MERCEDES-BENZ SLR,5.4,8,Auto-S5,2WD,Gasoline,small car,6.0,12,16,13,1,no
MERCURY Mariner,2.3,4,Auto-L4,2WD,Gasoline,SUV,6.0,20,26,22,6,no
MERCURY Mariner,2.3,4,Auto-L4,4WD,Gasoline,SUV,6.0,19,24,21,6,no
MERCURY Mariner,3.0,6,Auto-L4,2WD,Gasoline,SUV,6.0,18,24,20,6,no
MERCURY Mariner,3.0,6,Auto-L4,4WD,Gasoline,SUV,6.0,17,22,19,5,no
MERCURY Mariner Hybrid,2.3,4,Auto-AV,2WD,Gasoline,SUV,9.5,34,30,32,9,yes
MERCURY Mariner Hybrid,2.3,4,Auto-AV,4WD,Gasoline,SUV,9.5,29,27,28,8,yes
MERCURY Milan,2.3,4,Auto-L5,2WD,Gasoline,midsize car,9.5,20,28,23,7,yes
MERCURY Milan,3.0,6,Auto-L6,4WD,Gasoline,midsize car,7.0,17,25,20,6,yes
MERCURY Milan,3.0,6,Auto-L6,2WD,Gasoline,midsize car,7.0,18,26,21,6,yes
MERCURY Mountaineer,4.0,6,Auto-L5,2WD,Gasoline,SUV,7.0,14,20,16,4,no
MERCURY Mountaineer,4.0,6,Auto-L5,4WD,Gasoline,SUV,7.0,13,19,15,3,no
MERCURY Mountaineer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7.0,13,20,16,4,no
MERCURY Mountaineer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7.0,13,19,15,3,no
MERCURY Sable,3.5,6,Auto-L6,4WD,Gasoline,large car,9.5,17,24,19,5,no
MERCURY Sable,3.5,6,Auto-L6,2WD,Gasoline,large car,9.5,18,28,22,6,yes
MINI Mini Cooper Convertible,1.6,4,Auto-AV,2WD,Gasoline,small car,6.0,25,33,28,8,yes
MINI Mini Cooper Convertible,1.6,4,Man-5,2WD,Gasoline,small car,6.0,26,35,29,8,yes
MINI Mini Cooper S Convertible,1.6,4,Auto-S6,2WD,Gasoline,small car,6.0,22,31,26,8,yes
MINI Mini Cooper S Convertible,1.6,4,Man-6,2WD,Gasoline,small car,6.0,24,31,27,8,yes
MITSUBISHI Eclipse,2.4,4,Auto-S4,2WD,Gasoline,small car,7.0,20,26,22,6,yes
MITSUBISHI Eclipse,2.4,4,Man-5,2WD,Gasoline,small car,7.0,20,28,23,7,yes
MITSUBISHI Eclipse,3.8,6,Man-6,2WD,Gasoline,small car,6.0,16,25,19,5,no
MITSUBISHI Eclipse,3.8,6,Auto-S5,2WD,Gasoline,small car,6.0,17,25,20,6,no
MITSUBISHI Eclipse Spyder,2.4,4,Auto-S4,2WD,Gasoline,small car,7.0,19,26,22,6,yes
MITSUBISHI Eclipse Spyder,2.4,4,Man-5,2WD,Gasoline,small car,7.0,19,26,22,6,yes
MITSUBISHI Eclipse Spyder,3.8,6,Auto-S5,2WD,Gasoline,small car,6.0,16,24,19,5,no
MITSUBISHI Eclipse Spyder,3.8,6,Man-6,2WD,Gasoline,small car,6.0,16,25,19,5,no
MITSUBISHI Endeavor,3.8,6,Auto-S4,2WD,Gasoline,SUV,6.0,15,22,18,5,no
MITSUBISHI Endeavor,3.8,6,Auto-S4,4WD,Gasoline,SUV,6.0,15,19,17,4,no
MITSUBISHI Galant,2.4,4,Auto-S4,2WD,Gasoline,midsize car,9.5,20,27,23,7,yes
MITSUBISHI Galant,3.8,6,Auto-S5,2WD,Gasoline,midsize car,6.0,17,25,20,6,no
MITSUBISHI Lancer,2.0,4,Man-5,2WD,Gasoline,small car,9.5,21,29,24,7,yes
MITSUBISHI Lancer,2.0,4,Auto-AV,2WD,Gasoline,small car,9.5,22,29,24,7,yes
MITSUBISHI Outlander,3.0,6,Auto-S6,2WD,Gasoline,SUV,9.5,17,25,20,6,yes
MITSUBISHI Outlander,3.0,6,Auto-S6,4WD,Gasoline,SUV,9.5,17,24,20,6,yes
MITSUBISHI Outlander,2.4,4,Auto-AV,2WD,Gasoline,SUV,6.0,20,25,22,6,no
MITSUBISHI Outlander,2.4,4,Auto-AV,4WD,Gasoline,SUV,6.0,20,25,22,6,no
MITSUBISHI Raider,3.7,6,Auto-L4,2WD,Gasoline,pickup,7.0,15,20,17,4,no
MITSUBISHI Raider,3.7,6,Auto-L4,4WD,Gasoline,pickup,7.0,14,18,15,3,no
MITSUBISHI Raider,4.7,8,Auto-L5,2WD,Gasoline,pickup,7.0,14,19,15,3,no
MITSUBISHI Raider,4.7,8,Auto-L5,4WD,Gasoline,pickup,7.0,14,19,15,3,no
MITSUBISHI Raider,3.7,6,Auto-L4,2WD,Gasoline,pickup,6.0,15,20,17,4,no
MITSUBISHI Raider,3.7,6,Man-6,2WD,Gasoline,pickup,6.0,16,20,18,5,no
MITSUBISHI Raider,3.7,6,Auto-L4,4WD,Gasoline,pickup,6.0,14,18,15,3,no
NISSAN 350Z,3.5,6,Auto-S5,2WD,Gasoline,small car,7.0,17,24,20,6,yes
NISSAN 350Z,3.5,6,Man-6,2WD,Gasoline,small car,7.0,18,25,20,6,yes
NISSAN 350Z Roadster,3.5,6,Auto-S5,2WD,Gasoline,small car,7.0,17,23,19,5,no
NISSAN 350Z Roadster,3.5,6,Man-6,2WD,Gasoline,small car,7.0,17,24,20,6,yes
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,midsize car,9.5,23,31,26,8,yes
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,midsize car,9.5,23,32,26,8,yes
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,small car,9.5,23,31,26,8,yes
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,small car,9.5,23,32,26,8,yes
NISSAN Altima,3.5,6,Auto-AV,2WD,Gasoline,midsize car,7.0,19,26,22,6,yes
NISSAN Altima,3.5,6,Man-6,2WD,Gasoline,midsize car,7.0,19,27,22,6,yes
NISSAN Altima,3.5,6,Auto-AV,2WD,Gasoline,small car,7.0,19,26,22,6,yes
NISSAN Altima,3.5,6,Man-6,2WD,Gasoline,small car,7.0,19,27,22,6,yes
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,midsize car,6.0,23,31,26,8,yes
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,midsize car,6.0,23,32,26,8,yes
NISSAN Altima,2.5,4,Auto-AV,2WD,Gasoline,small car,6.0,23,31,26,8,yes
NISSAN Altima,2.5,4,Man-6,2WD,Gasoline,small car,6.0,23,32,26,8,yes
NISSAN Altima Hybrid,2.5,4,Auto-AV,2WD,Gasoline,midsize car,9.5,35,33,34,9,yes
NISSAN Armada,5.6,8,Auto-L5,2WD,Gasoline,SUV,6.0,12,18,14,2,no
NISSAN Armada,5.6,8,Auto-L5,4WD,Gasoline,SUV,6.0,12,17,14,2,no
NISSAN Frontier,2.5,4,Auto-L5,2WD,Gasoline,pickup,7.0,17,22,19,5,no
NISSAN Frontier,2.5,4,Man-5,2WD,Gasoline,pickup,7.0,19,23,21,6,yes
NISSAN Frontier,4.0,6,Auto-L5,2WD,Gasoline,pickup,7.0,15,20,17,4,no
NISSAN Frontier,4.0,6,Man-6,2WD,Gasoline,pickup,7.0,16,20,17,4,no
NISSAN Frontier,4.0,6,Auto-L5,4WD,Gasoline,pickup,7.0,14,19,16,4,no
NISSAN Frontier,4.0,6,Man-6,4WD,Gasoline,pickup,7.0,15,19,17,4,no
NISSAN Maxima,3.5,6,Auto-AV,2WD,Gasoline,midsize car,7.0,19,25,21,6,yes
NISSAN Pathfinder,4.0,6,Auto-L5,2WD,Gasoline,SUV,7.0,15,22,17,4,no
NISSAN Pathfinder,4.0,6,Auto-L5,4WD,Gasoline,SUV,7.0,14,20,16,4,no
NISSAN Pathfinder,5.6,8,Auto-S5,2WD,Gasoline,SUV,6.0,13,18,15,3,no
NISSAN Pathfinder,5.6,8,Auto-S5,4WD,Gasoline,SUV,6.0,12,18,14,2,no
NISSAN Quest,3.5,6,Auto-L5,2WD,Gasoline,minivan,7.0,16,24,19,5,no
NISSAN Rogue,2.5,4,Auto-AV,2WD,Gasoline,SUV,9.0,22,27,24,7,yes
NISSAN Rogue,2.5,4,Auto-AV,4WD,Gasoline,SUV,9.0,21,26,23,7,yes
NISSAN Rogue,2.5,4,Auto-AV,2WD,Gasoline,SUV,6.0,22,27,24,7,yes
NISSAN Rogue,2.5,4,Auto-AV,4WD,Gasoline,SUV,6.0,21,26,23,7,yes
NISSAN Sentra,2.0,4,Man-6,2WD,Gasoline,midsize car,7.0,24,31,27,8,yes
NISSAN Sentra,2.0,4,Auto-AV,2WD,Gasoline,midsize car,7.0,25,33,28,8,yes
NISSAN Sentra,2.5,4,Man-6,2WD,Gasoline,midsize car,6.0,21,29,24,7,yes
NISSAN Sentra,2.5,4,Auto-AV,2WD,Gasoline,midsize car,6.0,24,30,26,8,yes
NISSAN Titan,5.6,8,Auto-L5,2WD,Gasoline,pickup,6.0,12,17,14,2,no
NISSAN Titan,5.6,8,Auto-L5,4WD,Gasoline,pickup,6.0,12,17,14,2,no
NISSAN Versa,1.8,4,Auto-L4,2WD,Gasoline,midsize car,7.0,24,32,27,8,yes
NISSAN Versa,1.8,4,Man-6,2WD,Gasoline,midsize car,7.0,26,31,28,8,yes
NISSAN Versa,1.8,4,Auto-AV,2WD,Gasoline,midsize car,7.0,27,33,29,8,yes
NISSAN Xterra,4.0,6,Auto-L5,2WD,Gasoline,SUV,7.0,15,20,17,4,no
NISSAN Xterra,4.0,6,Man-6,2WD,Gasoline,SUV,7.0,16,20,17,4,no
NISSAN Xterra,4.0,6,Auto-L5,4WD,Gasoline,SUV,7.0,14,20,16,4,no
NISSAN Xterra,4.0,6,Man-6,4WD,Gasoline,SUV,7.0,16,20,17,4,no
PONTIAC G5,2.2,4,Auto-L4,2WD,Gasoline,small car,9.5,22,31,26,8,yes
PONTIAC G5,2.2,4,Man-5,2WD,Gasoline,small car,9.5,24,33,27,8,yes
PONTIAC G5,2.2,4,Auto-L4,2WD,Gasoline,small car,6.0,22,31,26,8,yes
PONTIAC G5,2.2,4,Man-5,2WD,Gasoline,small car,6.0,24,33,27,8,yes
PONTIAC G5,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,22,31,25,7,yes
PONTIAC G5,2.4,4,Man-5,2WD,Gasoline,small car,6.0,22,32,26,8,yes
PONTIAC G6,3.5,6,Auto-S4,2WD,Gasoline,small car,7.0,17,26,20,6,yes
PONTIAC G6,3.5,6,Auto-L4,2WD,Gasoline,small car,7.0,18,29,22,6,yes
PONTIAC G6,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,22,30,25,7,yes
PONTIAC G6,3.5,6,Auto-S4,2WD,Gasoline,small car,6.0,17,26,20,6,no
PONTIAC G6,3.6,6,Auto-S6,2WD,Gasoline,small car,6.0,17,26,20,6,no
PONTIAC G6,3.9,6,Auto-S4,2WD,Gasoline,small car,6.0,15,22,18,5,no
PONTIAC G8,6.0,8,Auto-S6,2WD,Gasoline,large car,6.0,15,24,18,5,no
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,midsize car,9.5,18,28,21,6,yes
PONTIAC Grand Prix,5.3,8,Auto-S4,2WD,Gasoline,midsize car,6.0,16,25,19,5,no
PONTIAC Pursuit,2.2,4,Auto-L4,2WD,Gasoline,small car,9.5,22,31,26,8,yes
PONTIAC Pursuit,2.2,4,Man-5,2WD,Gasoline,small car,9.5,24,33,27,8,yes
PONTIAC Pursuit,2.2,4,Auto-L4,2WD,Gasoline,small car,6.0,22,31,26,8,yes
PONTIAC Pursuit,2.2,4,Man-5,2WD,Gasoline,small car,6.0,24,33,27,8,yes
PONTIAC Pursuit,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,22,31,25,7,yes
PONTIAC Pursuit,2.4,4,Man-5,2WD,Gasoline,small car,6.0,22,32,26,8,yes
PONTIAC Solstice,2.0,4,Auto-L5,2WD,Gasoline,small car,6.0,19,26,21,6,no
PONTIAC Solstice,2.0,4,Man-5,2WD,Gasoline,small car,6.0,19,28,22,6,no
PONTIAC Solstice,2.4,4,Auto-L5,2WD,Gasoline,small car,6.0,19,24,21,6,no
PONTIAC Solstice,2.4,4,Man-5,2WD,Gasoline,small car,6.0,19,25,21,6,no
PONTIAC Torrent,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17,24,19,5,no
PONTIAC Torrent,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17,24,19,5,no
PONTIAC Torrent,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16,24,19,5,no
PONTIAC Torrent,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16,24,19,5,no
PONTIAC Vibe,1.8,4,Auto-L4,2WD,Gasoline,station wagon,7.0,25,31,27,8,yes
PONTIAC Vibe,1.8,4,Man-5,2WD,Gasoline,station wagon,7.0,26,33,29,8,yes
PORSCHE 911 GT2,3.6,6,Man-6,2WD,Gasoline,small car,6.0,16,23,19,5,no
PORSCHE 911 GT3,3.6,6,Man-6,2WD,Gasoline,small car,6.0,15,22,18,5,no
PORSCHE 911 GT3 RS,3.6,6,Man-6,2WD,Gasoline,small car,6.0,15,22,18,5,no
PORSCHE 911 Turbo,3.6,6,Auto-L5,4WD,Gasoline,small car,6.0,15,23,18,5,no
PORSCHE 911 Turbo,3.6,6,Man-6,4WD,Gasoline,small car,6.0,16,23,18,5,no
