temperature,humidity,windspeed,rentals
46.7165282,0.8159692,13.66966307,985
48.3502388,0.800497271,15.19978234,801
34.2123944,0.592096982,13.24755816,1349
34.52,0.623196127,11.68796331,1562
36.8005622,0.624643125,13.14828059,1600
34.8878408,0.665195921,12.18523302,1606
34.2257612,0.621515569,12.42819668,1510
31.559,0.602766069,12.93173912,959
29.3029718,0.538448397,13.58008332,822
30.3604718,0.572832046,12.26882029,1321
31.9050986,0.658034182,11.1894099,1263
32.2127042,0.560593731,12.11660194,1162
31.559,0.526016339,12.3854956,1406
31.209602,0.628749854,11.79105416,1421
37.3399718,0.69168325,13.60188192,1248
37.1990282,0.676877586,13.78745518,1204
32.4754718,0.651861723,12.99354668,1000
35.9300282,0.754844618,11.97225669,683
42.3179204,0.659960462,11.80487364,1650
39.7370282,0.607582152,12.19033011,1927
32.6165,0.487126832,12.36288939,1543
22.60243184,0.569819122,12.23543668,981
25.76573582,0.554385123,12.53623766,986
25.83930398,0.556343853,11.15530729,1416
36.5062388,0.609235231,10.88542421,1985
36.0005,0.686438148,12.38588872,506
34.097,0.788368572,13.49585128,431
34.8142388,0.698138776,11.1596613,1167
34.2257612,0.687202477,12.24948921,1098
35.9177612,0.748476092,12.04675117,1096
32.8984718,0.598012105,11.43245121,1501
33.8579204,0.708065738,10.27182545,1360
39.596,0.613654893,11.34231002,1526
33.4165622,0.54096722,12.63536338,1550
35.4763184,0.6346517,11.56639612,1708
37.3399718,0.719960097,10.99462601,1005
41.7814718,0.699194192,13.04383737,1623
40.5830282,0.735939525,11.36882453,1712
36.2824718,0.519760012,12.47145274,1530
29.0026418,0.545369116,11.27944306,1605
29.8118408,0.541232928,12.00416416,1538
33.5970986,0.623212006,11.71392557,1746
36.4235,0.626608724,12.58468935,1472
44.3777612,0.655439012,14.41476323,1589
52.709,0.60063832,15.79991785,1913
40.1109602,0.566077601,14.16385698,1815
44.5248806,0.597145883,13.48225499,2115
54.4714718,0.664621667,13.88184165,2475
61.7330282,0.658987194,14.09068091,2927
51.3695282,0.566415235,17.57503428,1635
41.7293582,0.624735286,13.78041692,1812
43.2619718,0.675181315,14.23200545,1107
33.0159812,0.600259057,11.76227656,1450
36.3591194,0.638331711,12.44095852,1917
42.6121592,0.617237598,11.82424392,1807
48.4238408,0.658475806,13.57803138,1461
41.4995,0.625648121,12.42052141,1969
46.6582388,0.66104841,11.3276389,2402
52.0552958,0.731628108,13.07175959,1446
40.1600282,0.608518787,12.46720402,1851
45.941,0.574132773,13.5066395,2134
34.3789718,0.565955835,13.3807033,1685
39.7370282,0.600858771,11.62107096,1944
50.1005282,0.657199091,11.90383371,2077
49.4537612,0.777128463,13.99815322,605
39.7431194,0.524378401,12.22245762,1872
42.3455,0.654500491,13.06011145,2133
42.6274718,0.625746275,11.06009974,1891
50.5170986,0.835883665,21.12662705,623
44.3777612,0.624498434,12.10952068,1977
45.4475282,0.623410248,12.35412191,2132
50.1158408,0.603481458,13.05058221,2417
45.1133582,0.682724035,13.20846748,2046
44.4512786,0.645552431,11.89667719,2056
48.4973582,0.657182204,11.43811297,2192
52.709,0.626391803,12.21971585,2744
63.284,0.656612579,13.5955172,3239
57.5735,0.530099025,13.90144757,3117
45.7295,0.592156684,12.51548638,2471
54.014801,0.673210808,13.00347857,2077
54.9650282,0.643878519,12.56889671,2703
46.9525622,0.631371875,10.85392088,2121
41.711,0.605233132,10.72784191,1865
39.9485282,0.552932636,11.89744189,2210
40.0894718,0.531884462,12.00762058,2496
39.0074378,0.636612361,12.92088692,1693
39.9638408,0.587182272,13.73682111,2028
43.1915,0.56072636,13.32888035,2425
42.98,0.702655026,12.88774314,1536
40.3009718,0.629797625,10.0551627,1685
42.98,0.563594134,11.00840941,2227
44.249,0.611226555,11.42303282,2252
49.6069718,0.549757918,11.39342784,3249
66.1039718,0.604293543,15.12629931,3115
52.6385282,0.633092578,14.09988764,1795
50.6644718,0.564997196,12.66864948,2808
54.6125,0.625227879,11.6568133,3141
46.0114718,0.707328595,12.19944064,1471
46.5755,0.648784659,9.737993475,2455
53.6960282,0.656334982,10.18142933,2895
67.9921592,0.631931559,12.79934587,3348
60.1115,0.747723526,14.20885936,2034
52.4975,0.671217081,11.92800152,2162
57.1505,0.6667454,12.29299375,3267
55.3880282,0.595109934,11.3311119,3126
54.0484718,0.800681452,14.84601773,795
56.2340282,0.478915143,11.47579396,3744
60.9575,0.651669858,12.60445829,3429
60.3934718,0.677503898,12.11089064,3204
67.937,0.608432398,12.17539363,3944
56.4455282,0.412217253,11.02509126,4189
46.0820282,0.68630393,12.5096848,1683
56.516,0.490497238,7.853097767,4036
66.8090282,0.597343509,9.954043238,4191
68.9240282,0.637257251,10.86495327,4073
71.0390282,0.530165686,10.85114734,4400
70.052,0.594855942,11.10196239,3872
69.8405,0.564239375,11.62550034,4058
60.746,0.457237405,10.51393275,4595
57.5735,0.33968744,7.94319861,5312
55.8110282,0.645691625,10.22356466,3351
64.0595282,0.549332151,9.560990291,4401
69.7700282,0.501206791,10.73686826,4451
52.6385282,0.565514446,11.47509019,2633
56.4455282,0.400387027,10.19152387,4433
58.1375282,0.43703358,9.027407425,4608
61.592,0.500165526,9.776726096,4714
62.2969718,0.607687924,10.11685244,4333
62.6495,0.544792942,10.43059746,4362
62.6495,0.527344847,10.14944667,4803
63.4955,0.609864161,10.67481786,4182
62.861,0.476024071,8.148014846,4864
60.9575,0.557627401,8.690973739,4105
61.6624718,0.678885522,9.984944286,3409
65.1875,0.560518985,8.410514913,4553
66.4565,0.663260258,10.59338178,3958
65.1170282,0.5362249,9.600405729,4123
64.13,0.606730831,9.799143162,3855
62.5084718,0.558906639,8.143783921,4575
63.0020282,0.510887892,8.257431088,4917
68.5715,0.458521796,7.922648747,5805
68.7125282,0.585308956,9.676156669,4660
71.0390282,0.603227864,10.54620982,4274
73.436,0.616506844,10.99407506,4492
73.5064718,0.589537313,10.21790628,4978
77.5249718,0.638737634,11.78560069,4677
75.2690282,0.590660947,11.54140113,4679
73.0834718,0.565691287,10.40070597,4758
74.0705,0.581772457,9.857180295,4788
79.6399718,0.774102013,13.44961592,4098
83.165,0.835858577,14.71907,3982
82.2485282,0.768427686,14.27188974,3974
78.089,0.550774596,13.96012639,4968
70.052,0.452448647,11.33191325,5312
71.321,0.541842076,10.74517085,5342
72.4489718,0.597611408,10.51097587,4906
74.9869718,0.677726958,12.18603193,4548
77.4545,0.625976312,11.99945063,4833
83.2354718,0.76868383,13.87624801,4401
85.9849718,0.848312903,15.89353384,3915
81.473,0.725866257,13.25302655,4586
78.935,0.644564591,11.54886051,4966
76.1855,0.674756208,11.52044494,4460
71.321,0.468996508,11.20331271,5020
68.7125282,0.481466829,10.92884175,4891
70.6160282,0.527244316,10.87465551,5180
70.7569718,0.680406764,12.55457747,3767
72.5195282,0.603332705,10.05350994,4844
76.5380282,0.623693237,10.64055845,5119
76.7495282,0.68319366,11.56888143,4744
71.321,0.687392432,11.67365879,4010
75.1984718,0.613716771,10.31179368,4835
79.6399718,0.697838209,12.34407916,4507
79.2169718,0.617236312,11.64659932,4790
78.8645282,0.599143748,12.07606216,4991
76.397,0.556121207,11.79991714,5202
75.128,0.601976136,11.109486,5305
75.3395,0.670202343,11.45398056,4708
80.5565282,0.706746395,12.72769584,4648
79.2169718,0.548903392,12.15765311,5225
76.5380282,0.533640993,11.46803764,5515
78.7235,0.62560004,12.49992241,5362
80.0629718,0.661396277,12.94892306,5119
78.2300282,0.631122571,11.94265859,4649
79.0760282,0.557535657,9.221960203,6043
80.7680282,0.717899841,13.04924976,4665
78.512,0.685332343,11.59297473,4629
81.05,0.709368326,12.82138123,4592
77.5955282,0.702834826,12.6711637,4040
79.6399718,0.597480623,11.16195431,5336
80.8385,0.656307042,12.65461568,4881
82.1075,0.706492003,14.29196852,4086
84.7865282,0.76256803,14.9525138,4258
80.7680282,0.745739655,13.48823515,4342
75.1984718,0.539622381,11.90312439,5084
73.7179718,0.504307905,9.74192862,5538
75.6920282,0.460253639,9.265533527,5923
78.4415282,0.542029376,11.05679058,5302
80.7680282,0.688160419,13.07758519,4458
83.3060282,0.755832604,13.3590289,4541
82.6009718,0.785207019,13.2931317,4332
86.549,0.825511887,15.39413503,3784
89.3689718,0.957955686,17.63965684,3387
89.4395282,0.9725,18.47852754,3285
87.818,0.892982211,17.06907638,3606
80.4859718,0.839613601,13.66778624,3840
82.8830282,0.702388771,13.97472968,4590
83.165,0.707389061,14.8892055,4656
83.5175282,0.747044175,14.23833875,4390
88.5229718,0.867073077,16.70821267,3846
85.6325282,0.763643526,15.29560446,4475
85.7734718,0.788855827,15.60878453,4302
82.8830282,0.769637459,14.64586091,4266
83.8699718,0.677028457,13.93457051,4845
79.4990282,0.835140454,14.83036133,3574
77.666,0.654237323,11.45522867,4576
77.7364718,0.626602542,11.73328426,4866
78.2300282,0.675628965,12.22534543,4294
80.4155,0.77718808,13.81189819,3785
82.319,0.734611501,14.10097868,4326
83.165,0.734136785,13.78133702,4602
82.4600282,0.674568666,14.31844466,4780
78.3005,0.653731051,13.53006536,4792
77.5249718,0.656249229,13.19228333,4905
75.6214718,0.678025199,12.26421897,4150
74.8460282,0.704420184,12.2336476,3820
73.9294718,0.639398306,11.650111,4338
76.8904718,0.603742105,12.28814126,4725
78.7939718,0.683903527,12.73040248,4694
77.8070282,0.729143431,14.01016237,3805
75.551,0.721644896,12.29341137,4153
76.6085,0.624698486,10.46043339,5191
77.7364718,0.710359278,12.99200824,3873
76.1150282,0.566898203,12.86669165,4758
71.8144718,0.463367823,9.57090342,5895
74.5639718,0.519895237,10.73390539,5130
75.4805282,0.752589971,13.32623168,3542
76.82,0.70538503,11.07692134,4661
75.128,0.948707496,18.26356691,1115
77.4171914,0.615249868,13.40540424,4334
71.4620282,0.608529535,11.67508775,4634
71.6735282,0.561342219,10.44980819,5204
73.1540282,0.620012524,10.6925613,5058
73.013,0.575310044,10.232255,5115
72.0259718,0.614895096,10.29614244,4727
74.2115282,0.638688188,11.33262588,4484
77.5955282,0.6025172,10.71906242,4940
74.5639718,0.766075427,13.45899951,3351
63.284,0.652417407,12.15073182,2710
68.2895282,0.943852455,14.4894379,1996
71.2290398,0.932891673,15.21785296,1842
72.59,0.777187758,11.86222785,3544
73.436,0.543603073,8.938531699,5345
72.8719718,0.599052615,9.816379277,5046
72.1118408,0.649091387,10.60084907,4713
72.6604718,0.615560498,10.43718071,4763
74.5639718,0.615937725,10.84957294,4785
66.4565,0.611054087,11.85981964,3659
57.2915282,0.449421222,8.519621732,4760
59.1950282,0.48348871,8.500649933,4511
60.5345,0.533187175,9.462972038,4274
64.0595282,0.551822246,9.53801546,4539
65.1170282,0.684355016,10.3895164,3641
67.937,0.647860611,9.135310058,4352
70.7569718,0.601150252,8.619663324,4795
69.1355282,0.914211555,13.32013819,2395
68.9240282,0.535692436,7.130798119,5423
71.2505282,0.627487435,8.63599684,5010
72.5195282,0.649961842,9.71791732,4630
71.4620282,0.698228017,10.4231436,4120
71.321,0.704437195,11.15649467,3907
69.7700282,0.558151609,9.829760035,4839
65.3285282,0.44810369,8.55980928,5202
52.286,0.610106795,11.75663744,2429
47.7740282,0.548043836,9.525245497,2918
50.1005282,0.576002487,8.680718734,3570
58.5605282,0.474001199,8.571831189,4456
63.1429718,0.491240457,9.019580794,4826
59.4065282,0.487913101,8.672820044,4765
60.8164718,0.54429849,7.960267842,4985
61.7330282,0.486439273,7.028416299,5409
63.3544718,0.478685502,6.898673131,5511
65.8924718,0.56597077,8.224358518,5117
65.5400282,0.568933023,8.88131608,4563
63.5659718,0.751106204,12.73634182,2416
67.4435282,0.793726725,12.37660349,2913
64.2004718,0.61978937,11.42789704,3644
60.4640282,0.365953553,8.83947261,5217
60.8870282,0.377392682,9.297150198,5041
62.7905282,0.520722063,10.04585287,4570
62.6495,0.537640994,8.712896285,4748
63.4311194,0.751752625,12.774339,2424
57.8554718,0.365375874,9.584675946,4195
53.7665,0.435652589,9.039869432,4304
53.3435,0.510698444,8.548463631,4308
53.2730282,0.496683132,7.543354983,4381
56.7979718,0.543866767,8.409793667,4187
57.5030282,0.459063275,8.487204145,4687
58.5605282,0.579304297,9.786915113,3894
57.362,0.69049279,11.72499322,2659
45.5884718,0.418658938,8.732442428,3747
39.1025282,0.666574257,12.53034344,627
44.6015282,0.493315563,9.228449206,3331
46.364,0.512333048,8.189911314,3669
51.5104718,0.495748355,8.361994212,4068
49.5365,0.494602825,7.470848767,4186
52.1449718,0.512963598,8.559723746,3974
51.7219718,0.416206523,8.901900386,4046
45.2360282,0.417944301,8.746641092,3926
47.0689718,0.530677101,8.135494617,3649
51.017,0.543482556,7.79558534,4035
52.1449718,0.526235819,7.884750151,4205
51.44,0.535405761,7.706251359,4109
49.748,0.586194474,9.693918314,2933
45.0245282,0.407394146,10.52662243,3368
47.7740282,0.41137699,8.640415423,4067
54.8944718,0.482455657,11.44814779,3717
62.438,0.446377096,10.11901618,4486
62.438,0.548811861,10.04007854,4195
56.2340282,0.821704779,12.59194545,1817
46.5050282,0.467025468,10.56940349,3053
40.7945282,0.452928257,9.961276616,3392
45.4475282,0.430787852,9.51561613,3663
56.7979718,0.585178346,10.58640091,3520
55.4585,0.695398054,10.41774244,2765
52.8500282,0.825372246,12.2141229,1607
54.8944718,0.592019486,11.89013343,2566
49.1839718,0.772830569,14.83841362,1495
49.325,0.655379417,11.18761527,2792
49.3954718,0.640648504,10.2873138,3068
56.4455282,0.623242205,11.45252718,3071
60.1942388,0.602926122,9.982573551,3867
56.3749718,0.611618243,10.82586612,2914
45.095,0.404595998,8.747540297,3613
44.0375,0.411514517,8.944087321,3727
44.1785282,0.460405074,7.735720678,3940
42.9095282,0.49140499,8.346956431,3614
45.5884718,0.54137423,7.937151506,3485
50.2414718,0.560538004,7.665410406,3811
56.7275,0.670700755,10.75267379,2594
52.286,0.840597078,14.12547199,705
40.0894718,0.410319187,8.742316557,3322
42.2044718,0.49175072,7.593830856,3620
40.865,0.438666121,9.721371543,3190
36.2824718,0.551970756,10.03592573,2743
37.7629718,0.498107461,7.674566035,3310
41.4995,0.46098049,8.465727386,3523
44.4605,0.512719938,7.968299138,3740
53.3435,0.476519195,9.888431118,3709
49.325,0.45764066,10.43760043,3577
39.4549718,0.47456344,10.10673966,2739
37.7629718,0.541507166,10.31697972,2431
41.0060282,0.450958773,8.301545265,3403
50.2414718,0.568515778,9.509543659,3750
53.8369718,0.640714328,10.74131031,2660
53.4139718,0.693660735,10.46751997,3068
49.1839718,0.617826035,12.18909266,2209
43.1915,0.759229261,14.89940534,1011
40.8466418,0.789700414,14.03855972,754
44.8191194,0.706902703,14.75641699,1317
45.095,0.760513219,13.28378389,1162
42.906398,0.531701592,12.16362288,2302
38.6089718,0.582105414,10.57960026,2423
43.9670282,0.554475521,9.779991693,2999
52.286,0.647835575,12.64232267,2485
